233	602	602	602					990			
303	612	602								23	19
536	619	602									
581	619	602									
159	622	602									
313	622	602									
81	623	602									
238	624	602									
298	624	602									
489	624	602									
609	627	627	627								
392	628	627									
428	629	627									
340	631	627									
600	631	627									
394	633	627									
538	633	627									
501	635	627									
562	635	627									
506	636	627									
426	639	627									
638	639	639	639								
510	641	639									
541	641	639									
51	643	639									
447	643	639									
344	644	639									
463	645	639									
111	647	639									
618	648	639									
66	651	639									
127	652	639									
310	652	639									
335	652	639									
436	652	639									
9	653	639									
263	653	639									
617	653	639									
647	653	653	653								
289	654	653									
654	655	655	655								
521	656	655									
307	657	655									
481	658	655									
142	661	655									
175	661	655									
14	663	655									
161	666	655									
83	667	655									
89	667	655									
358	668	655									
639	668	655									
408	669	655									
92	671	655									
339	671	655									
217	672	655									
646	672	655									
552	673	655									
650	680	655									
603	681	655									
477	682	655									
545	686	655									
561	686	655									
247	689	655									
593	690	655									
554	691	655									
8	693	655									
21	693	655									
636	693	655									
675	694	694	694								
691	694	694									
576	695	694									
68	697	694									
376	697	694									
570	698	694									
550	702	694									
47	704	694									
437	704	694									
62	705	694									
122	705	694									
218	705	694									
264	707	694									
605	707	694									
637	707	694									
409	709	694									
13	710	694									
52	710	694									
384	710	694									
471	710	694									
533	715	694									
464	718	694									
253	721	694									
171	722	694									
338	722	694									
720	722	722	722								
224	723	722									
369	723	722									
684	724	722									
140	725	722									
516	726	722									
582	726	722									
172	727	722									
508	729	722									
540	729	722									
94	730	722									
256	730	722									
400	733	722									
493	733	722									
424	734	722									
646	734	722									
267	735	722									
532	736	722									
664	737	722									
144	739	722									
328	740	722									
488	740	722									
709	740	722									
156	742	722									
615	742	722									
707	744	722									
205	747	722									
259	747	722									
642	755	722									
730	755	755	755								
702	757	755									
255	759	755									
548	759	755									
605	759	755									
698	759	755									
571	760	755									
663	760	755									
667	761	755									
716	762	755									
341	764	755									
684	764	755									
152	766	755									
288	766	755									
666	766	755									
383	767	755									
539	767	755									
674	767	755									
702	767	755									
320	768	755									
728	769	755									
609	774	755									
708	776	755									
25	777	755									
80	777	755									
295	777	755									
141	778	755									
618	778	755									
749	779	755									
11	781	755									
398	782	755									
167	788	755									
314	788	755									
614	788	755									
743	788	755									
645	789	755									
652	789	755									
26	792	755									
200	792	755									
377	792	755									
750	792	755									
286	793	755									
703	793	755									
779	794	794	794								
663	795	794									
50	797	794									
165	797	794									
715	797	794									
588	798	794									
787	798	794									
29	799	794									
683	799	794									
57	801	794									
243	801	794									
414	801	794									
580	801	794									
591	801	794									
204	802	794									
216	802	794									
513	802	794									
197	804	794									
227	806	794									
592	806	794									
704	807	794									
139	808	794									
596	808	794									
602	808	794									
201	810	794									
511	810	794									
293	811	794									
564	811	794									
425	812	794									
59	813	794									
214	815	794									
705	818	794									
48	820	794									
514	820	794									
390	821	794									
132	822	794									
785	822	794									
797	824	824	824								
420	826	824									
354	827	824									
405	827	824									
35	828	824									
308	828	824									
712	828	824									
277	832	824									
523	832	824									
622	832	824									
690	832	824									
719	833	824									
17	834	824									
106	834	824									
484	834	824									
275	835	824									
657	835	824									
664	838	824									
797	839	824									
441	840	824									
608	840	824									
32	841	824									
566	841	824									
327	842	824									
433	842	824									
71	843	824									
831	843	843	843								
58	844	843									
178	844	843									
607	844	843									
734	846	843									
742	847	843									
842	848	843									
448	851	843									
345	852	843									
380	852	843									
824	852	843									
406	853	843									
272	854	843									
364	854	843									
618	854	843									
732	855	843									
41	856	843									
372	859	843									
729	861	843									
681	862	843									
301	865	843									
292	868	843									
504	868	843									
249	869	843									
610	869	843									
774	869	843									
785	869	843									
31	874	843									
499	874	843									
669	874	843									
723	874	843									
701	876	843									
714	876	843									
10	877	843									
170	877	843									
203	877	843									
599	877	843									
672	877	843									
88	879	843									
642	879	843									
667	879	843									
