247	600	600	600								912		19	1362
313	600	600												
329	601	600												
335	603	600									19			
401	603	600												
472	603	600												
507	603	600												
304	606	600												
62	607	600												
94	609	600												
597	609	600												
265	613	600												
430	613	600												
355	615	600												
37	621	600												
80	624	600												
115	624	600												
149	625	600												
394	625	600												
587	625	600												
455	630	600												
487	630	600												
596	630	600												
139	633	600												
249	634	600												
456	634	600												
309	635	600												
311	640	600												
158	642	600												
471	642	600												
571	644	600												
30	646	600												
67	646	600												
378	646	600												
420	647	600												
479	647	600												
233	648	600												
461	649	600												
618	652	652	652											
190	653	652												
275	653	652												
551	658	652												
557	658	652												
326	660	652												
159	661	652												
575	661	652												
483	663	652												
649	663	652												
127	665	652												
79	666	652												
152	666	652												
577	667	652												
653	667	667	667											
631	668	667												
405	670	667												
637	672	667												
49	673	667												
123	676	667												
334	676	667												
622	676	667												
235	677	667												
643	677	667												
97	678	667												
239	678	667												
475	678	667												
331	679	667												
22	682	667												
25	683	667												
26	684	667												
533	688	667												
464	692	667												
562	693	667												
680	694	694	694											
661	696	694												
656	697	694												
526	699	694												
63	700	694												
218	700	694												
580	700	694												
24	707	694												
124	707	694												
191	707	694												
204	710	694												
330	710	694												
574	712	694												
664	714	694												
96	715	694												
669	717	694												
712	718	718	718											
20	719	718												
493	719	718												
581	719	718												
639	720	718												
658	721	718												
682	723	718												
630	724	718												
246	725	718												
269	725	718												
612	727	718												
670	727	718												
258	728	718												
502	728	718												
144	730	718												
716	736	718												
556	742	718												
7	744	718												
607	744	718												
112	746	718												
540	751	718												
398	752	718												
364	753	718												
89	754	718												
623	755	718												
28	757	718												
501	764	718												
383	767	718												
68	769	718												
208	769	718												
439	769	718												
150	770	718												
469	770	718												
494	770	718												
120	772	718												
271	772	718												
390	774	718												
654	774	718												
683	774	718												
743	775	775	775											
135	776	775												
384	776	775												
380	779	775												
154	780	775												
367	785	775												
633	786	775												
51	787	775												
102	788	775												
567	788	775												
579	788	775												
776	788	788	788											
600	790	788												
164	792	788												
199	792	788												
512	792	788												
788	792	792	792											
320	793	792												
560	795	792												
747	797	792												
113	800	792												
162	800	792												
175	800	792												
441	800	792												
686	800	792												
731	801	792												
214	802	792												
617	803	792												
402	805	792												
778	806	792												
757	809	792												
40	811	792												
285	811	792												
484	812	792												
626	814	792												
308	815	792												
548	815	792												
607	815	792												
635	818	792												
716	818	792												
658	819	792												
221	820	792												
689	820	792												
797	820	820	820											
168	822	820												
690	822	820												
701	822	820												
257	823	820												
496	823	820												
722	823	820												
794	825	820												
110	826	820												
400	826	820												
447	827	820												
644	827	820												
730	828	820												
820	828	828	828											
821	829	828												
65	830	828												
353	831	828												
769	831	828												
421	832	828												
220	836	828												
680	836	828												
12	837	828												
714	837	828												
321	839	828												
57	840	828												
61	840	828												
287	840	828												
530	841	828												
704	841	828												
231	843	828												
122	844	828												
646	845	828												
804	845	828												
356	847	828												
774	847	828												
744	848	828												
785	849	828												
391	851	828												
451	851	828												
544	851	828												
77	853	828												
624	853	828												
200	856	828												
666	856	828												
194	858	828												
241	858	828												
296	858	828												
768	858	828												
776	858	828												
648	859	828												
815	859	828												
463	861	828												
814	861	828												
700	864	828												
85	865	828												
750	865	828												
513	866	828												
659	866	828												
862	866	866	866											
385	869	866												
281	870	866												
103	871	866												
225	871	866												
238	871	866												
594	871	866												
615	871	866												
756	871	866												
509	872	866												
762	872	866												
760	873	866												
633	874	866												
607	875	866												
181	876	866												
568	876	866												
773	876	866												
703	877	866												
151	878	866												
174	880	866												
713	880	866												
