100	100		588				1000	600
100	200							
100	300							
100	400						588	399
101	501	501						
101	101							
101	202							
101	303							
101	404							
102	506	506						
102	102							
102	204							
102	306							
103	409							
104	513	513						
104	104							
104	208							
105	313							
106	419							
106	525	525						
106	106							
106	212							
106	318							
107	425							
107	532	532						
107	107							
107	214							
107	321							
107	428							
108	536	536						
108	108							
108	216							
108	324							
108	432							
109	541	541						
109	109							
110	219							
110	329							
110	439							
110	549	549						
111	111							
112	223							
112	335							
113	448							
113	561	561						
113	113							
113	226							
114	340							
114	454							
114	568	568						
115	115							
115	230							
115	345							
115	460							
115	575	575						
116	116							
117	233							
117	350							
118	468							
118	586	586						
119	119							
119	238							
119	357							
120	477							
120	597	597						
120	120							
121	241							
121	362							
121	483	483						
121	121							
122	243							
122	365							
122	487	487						
123	123							
123	246							
123	369							
123	492	492						
123	123							
124	247							
124	371							
124	495	495						
125	125							
125	250							
126	376							
126	502	502						
126	126							
126	252							
126	378							
126	504	504						
127	127							
127	254							
127	381							
128	509	509						
128	128							
128	256							
129	385							
129	514	514						
129	129							
129	258							
130	388							
131	519	519						
131	131							
131	262							
131	393							
132	525	525						
132	132							
133	265							
133	398							
133	531	531						
133	133							
133	266							
133	399							
134	533	533						
134	134							
135	269							
135	404							
137	541	541						
137	137							
137	274							
137	411							
137	548	548						
138	138							
138	276							
138	414							
138	552	552						
138	138							
139	277							
140	417							
140	557	557						
140	140							
140	280							
140	420							
141	561	561						
142	142							
142	284							
142	426							
142	568	568						
143	143							
143	286							
143	429							
144	573	573						
144	144							
144	288							
145	433							
145	578	578						
146	146							
147	293							
147	440							
147	587	587						
147	147							
147	294							
147	441							
148	589	589						
148	148							
148	296							
148	444							
149	593	593						
149	149							
149	298							
150	448							
150	598	598						
150	150							
150	300							
150	450							
150	600	600						
151	151							
151	302							
151	453	453						
152	152							
152	304							
152	456	456						
152	152							
153	305							
153	458	458						
153	153							
153	306							
153	459	459						
153	153							
154	307							
154	461	461						
154	154							
154	308							
154	462	462						
155	155							
155	310							
156	466	466						
156	156							
156	312							
156	468	468						
157	157							
157	314							
157	471	471						
157	157							
157	314							
157	471	471						
158	158							
158	316							
158	474	474						
159	159							
160	319							
160	479	479						
161	161							
161	322							
161	483	483						
161	161							
161	322							
161	483	483						
161	161							
162	323							
162	485	485						
162	162							
162	324							
162	486	486						
163	163							
163	326							
164	490	490						
164	164							
164	328							
164	492	492						
165	165							
165	330							
165	495	495						
166	166							
167	333							
167	500	500						
167	167							
167	334							
168	502	502						
169	169							
170	339							
170	509	509						
170	170							
170	340							
171	511	511						
171	171							
172	343							
172	515	515						
172	172							
172	344							
172	516	516						
172	172							
174	346							
174	520	520						
174	174							
174	348							
175	523	523						
175	175							
175	350							
175	525	525						
175	175							
177	352							
177	529	529						
177	177							
177	354							
178	532	532						
178	178							
178	356							
178	534	534						
178	178							
178	356							
179	535	535						
179	179							
179	358							
179	537	537						
179	179							
179	358							
180	538	538						
180	180							
180	360							
181	541	541						
182	182							
182	364							
182	546	546						
182	182							
183	365							
183	548	548						
185	185							
185	370							
186	556	556						
186	186							
186	372							
186	558	558						
187	187							
187	374							
188	562	562						
188	188							
188	376							
188	564	564						
188	188							
188	376							
188	564	564						
189	189							
189	378							
189	567	567						
189	189							
191	380							
191	571	571						
191	191							
191	382							
191	573	573						
191	191							
192	383							
192	575	575						
193	193							
194	387							
194	581	581						
194	194							
194	388							
195	583	583						
195	195							
195	390							
196	586	586						
197	197							
197	394							
197	591	591						
197	197							
198	395							
198	593	593						
198	198							
198	396							
198	594	594						
198	198							
198	396							
198	594	594						
198	198							
199	397							
200	597	597						
200	200							
200	400							
200	600	600						
200	200							
200	400							
200	600	600						
200	200							
200	400							
200	600	600						
200	200							
202	402	402						
202	202							
202	404	404						
203	203							
203	406	406						
203	203							
203	406	406						
204	204							
204	408	408						
204	204							
204	408	408						
204	204							
204	408	408						
204	204							
204	408	408						
205	205							
206	411	411						
206	206							
206	412	412						
206	206							
206	412	412						
207	207							
207	414	414						
207	207							
207	414	414						
207	207							
208	415	415						
208	208							
208	416	416						
209	209							
209	418	418						
209	209							
210	419	419						
210	210							
210	420	420						
210	210							
211	421	421						
211	211							
211	422	422						
212	212							
212	424	424						
212	212							
213	425	425						
213	213							
214	427	427						
214	214							
214	428	428						
215	215							
215	430	430						
215	215							
216	431	431						
216	216							
217	433	433						
217	217							
219	436	436						
219	219							
219	438	438						
219	219							
220	439	439						
220	220							
220	440	440						
220	220							
220	440	440						
221	221							
221	442	442						
222	222							
222	444	444						
223	223							
223	446	446						
224	224							
224	448	448						
224	224							
224	448	448						
224	224							
225	449	449						
225	225							
225	450	450						
225	225							
225	450	450						
225	225							
226	451	451						
226	226							
226	452	452						
227	227							
227	454	454						
227	227							
228	455	455						
228	228							
228	456	456						
228	228							
229	457	457						
229	229							
229	458	458						
229	229							
230	459	459						
230	230							
231	461	461						
232	232							
232	464	464						
232	232							
232	464	464						
232	232							
233	465	465						
233	233							
233	466	466						
233	233							
233	466	466						
233	233							
235	468	468						
235	235							
235	470	470						
235	235							
236	471	471						
236	236							
236	472	472						
236	236							
236	472	472						
237	237							
237	474	474						
237	237							
237	474	474						
237	237							
238	475	475						
238	238							
238	476	476						
238	238							
238	476	476						
238	238							
239	477	477						
239	239							
239	478	478						
239	239							
239	478	478						
240	240							
240	480	480						
240	240							
240	480	480						
241	241							
241	482	482						
241	241							
241	482	482						
241	241							
241	482	482						
241	241							
241	482	482						
241	241							
241	482	482						
242	242							
244	486	486						
244	244							
245	489	489						
245	245							
245	490	490						
246	246							
246	492	492						
246	246							
246	492	492						
247	247							
247	494	494						
247	247							
248	495	495						
248	248							
248	496	496						
248	248							
248	496	496						
248	248							
249	497	497						
249	249							
249	498	498						
250	250							
250	500	500						
251	251							
251	502	502						
251	251							
251	502	502						
251	251							
251	502	502						
252	252							
252	504	504						
252	252							
252	504	504						
253	253							
253	506	506						
253	253							
254	507	507						
255	255							
255	510	510						
255	255							
256	511	511						
256	256							
257	513	513						
257	257							
258	515	515						
258	258							
258	516	516						
258	258							
259	517	517						
260	260							
260	520	520						
260	260							
260	520	520						
261	261							
261	522	522						
261	261							
262	523	523						
262	262							
262	524	524						
262	262							
263	525	525						
263	263							
263	526	526						
263	263							
263	526	526						
264	264							
264	528	528						
264	264							
264	528	528						
265	265							
265	530	530						
265	265							
265	530	530						
265	265							
265	530	530						
266	266							
266	532	532						
266	266							
266	532	532						
266	266							
267	533	533						
267	267							
267	534	534						
268	268							
268	536	536						
268	268							
268	536	536						
268	268							
268	536	536						
269	269							
269	538	538						
270	270							
270	540	540						
270	270							
271	541	541						
271	271							
272	543	543						
272	272							
273	545	545						
273	273							
273	546	546						
273	273							
274	547	547						
275	275							
275	550	550						
275	275							
276	551	551						
276	276							
276	552	552						
276	276							
277	553	553						
277	277							
277	554	554						
278	278							
278	556	556						
278	278							
278	556	556						
279	279							
279	558	558						
280	280							
280	560	560						
280	280							
281	561	561						
281	281							
281	562	562						
281	281							
282	563	563						
282	282							
282	564	564						
282	282							
282	564	564						
282	282							
283	565	565						
283	283							
284	567	567						
284	284							
284	568	568						
284	284							
284	568	568						
284	284							
284	568	568						
285	285							
285	570	570						
285	285							
286	571	571						
286	286							
287	573	573						
287	287							
288	575	575						
288	288							
288	576	576						
288	288							
289	577	577						
289	289							
289	578	578						
289	289							
289	578	578						
290	290							
290	580	580						
290	290							
290	580	580						
290	290							
290	580	580						
291	291							
291	582	582						
291	291							
292	583	583						
292	292							
292	584	584						
292	292							
293	585	585						
294	294							
294	588	588						
294	294							
295	589	589						
295	295							
296	591	591						
297	297							
297	594	594						
297	297							
297	594	594						
297	297							
297	594	594						
298	298							
298	596	596						
298	298							
299	597	597						
299	299							
299	598	598						
299	299							
299	598	598						
299	299							
300	599	599						
300	300	300						
301	301	301						
301	301	301						
302	302	302						
302	302	302						
303	303	303						
303	303	303						
303	303	303						
304	304	304						
304	304	304						
304	304	304						
304	304	304						
305	305	305						
305	305	305						
305	305	305						
305	305	305						
305	305	305						
305	305	305						
306	306	306						
306	306	306						
307	307	307						
307	307	307						
308	308	308						
309	309	309						
309	309	309						
310	310	310						
310	310	310						
312	312	312						
312	312	312						
312	312	312						
312	312	312						
312	312	312						
313	313	313						
313	313	313						
313	313	313						
313	313	313						
314	314	314						
314	314	314						
314	314	314						
314	314	314						
314	314	314						
315	315	315						
315	315	315						
