1.360008465	6.498641393
7.00503308	2.515912212
-0.18725353	2.713516482
0.073176651	4.832411328
7.958001143	3.134325385
1.828183683	1.853408085
7.302483583	-0.060099621
0.46054124	5.311095843
6.418312344	3.70145706
6.799196263	4.281818039
6.858129472	3.330431727
7.380133195	2.855474222
-0.083278086	4.397457986
6.996802913	1.909198665
0.773086129	2.517144825
0.975823632	7.006837128
-0.305231373	5.542534517
0.230361101	3.523611544
6.637312277	-0.346838858
0.26248515	2.094499698
0.279831985	6.292578315
4.930092923	4.933212414
7.390882445	2.930771172
0.337172475	3.818396465
5.000232893	4.547277598
0.928846588	3.371388636
0.825066466	2.459759973
-0.268315094	3.824604659
0.463823246	6.916738332
6.913527189	3.008904283
1.291773722	1.89216029
0.389214059	5.428222042
5.786217788	3.446329924
-0.628061117	5.156361115
1.150710219	3.179903361
5.888064461	3.875372477
7.035344313	-1.26616087
7.543159645	2.166227096
-0.061974012	4.223571767
6.737444426	3.162334915
1.492201062	1.891090511
6.882905209	0.383343783
6.930479576	0.777031379
6.904454242	2.839934027
0.552804727	3.357140422
-0.063574727	3.812173742
0.312300555	5.530993692
0.299108386	3.642019244
3.14284309	4.75482653
0.308365304	3.088527745
6.505823236	3.371855343
1.204615654	2.842497389
6.789206364	3.269010495
0.820463184	3.338441202
7.158490545	0.623890659
3.571645276	1.224309843
1.1028212	2.520833478
0.148056311	4.118025043
0.109613398	3.975658895
7.155923668	1.013410858
5.566102868	4.733214741
8.095273067	0.647893638
7.588117178	1.763409511
1.919455235	7.919045454
7.122763249	3.202999692
6.38754083	-1.434304768
6.084485322	-1.846242324
5.73198659	4.814586371
1.127914418	7.339155873
6.868297172	0.340299643
2.476925917	8.222902149
5.793410139	4.457863554
7.645208099	1.660728201
0.114410482	5.612706682
0.411882752	4.766677922
1.245241182	1.574662824
5.584464671	4.462443884
7.349235868	3.354023533
0.188550222	2.758066069
4.231294383	4.258088555
7.670563707	0.519037819
0.90924408	6.823327182
