100	99	0	0								6000		
100	97	1	0										
100	96	1	0									99	14
100	95	0	0										
100	92	1	1										
100	91	1	2										
100	90	0	0										
100	87	1	1										
100	86	0	0										
100	84	1	1										
100	83	1	2										
100	82	1	3										
100	81	0	0										
100	79	1	1										
100	78	1	2										
100	77	1	3										
100	76	0	0										
100	73	0	0										
100	71	1	1										
100	70	1	2										
100	69	0	0										
100	66	1	1										
100	65	0	0										
100	63	0	0										
100	61	1	1										
100	60	1	2										
100	59	1	3										
100	58	1	4										
100	57	1	5										
100	56	0	0										
100	53	1	1										
100	52	0	0										
100	50	0	0										
100	47	0	0										
100	44	1	1										
100	43	1	2										
100	42	1	3										
100	41	1	4										
100	40	1	5										
100	39	1	6										
100	38	0	0										
100	36	0	0										
100	33	0	0										
100	31	0	0										
100	29	0	0										
100	27	1	1										
100	26	0	0										
100	24	0	0										
100	22	0	0										
100	19	1	1										
100	18	1	2										
100	17	1	3										
100	16	1	4										
100	15	0	0										
100	13	1	1										
100	12	0	0										
100	10	1	1										
100	9	0	0										
100	7	1	1										
100	6	1	2										
100	5	0	0										
100	3	0	0										
100	1	0	0										
99	96	0	0										
99	94	0	0										
99	92	0	0										
99	87	1	1										
99	86	0	0										
99	84	1	1										
99	83	1	2										
99	82	1	3										
99	81	1	4										
99	80	1	5										
99	79	0	0										
99	77	1	1										
99	76	0	0										
99	74	1	1										
99	73	1	2										
99	72	1	3										
99	71	0	0										
99	69	0	0										
99	67	1	1										
99	66	1	2										
99	65	1	3										
99	64	1	4										
99	63	1	5										
99	62	1	6										
99	61	1	7										
99	60	1	8										
99	59	1	9										
99	58	1	10										
99	57	1	11										
99	56	0	0										
99	54	0	0										
99	50	1	1										
99	49	1	2										
99	48	1	3										
99	47	1	4										
99	46	1	5										
99	45	0	0										
99	43	0	0										
99	40	0	0										
99	38	0	0										
99	36	1	1										
99	35	0	0										
99	33	1	1										
99	32	0	0										
99	30	1	1										
99	29	0	0										
99	26	0	0										
99	24	1	1										
99	23	1	2										
99	22	1	3										
99	21	0	0										
99	19	1	1										
99	18	1	2										
99	17	1	3										
99	16	1	4										
99	15	1	5										
99	14	1	6										
99	13	1	7										
99	12	1	8										
99	11	1	9										
99	10	1	10										
99	9	1	11										
99	8	1	12										
99	7	1	13										
99	6	0	0										
99	4	1	1										
99	3	0	0										
99	1	0	0										
98	99	1	1										
98	98	0	0										
98	91	1	1										
98	90	1	2										
98	89	1	3										
98	88	1	4										
98	87	1	5										
98	86	0	0										
98	84	0	0										
98	81	1	1										
98	80	0	0										
98	76	1	1										
98	75	1	2										
98	74	1	3										
98	73	1	4										
98	72	1	5										
98	71	1	6										
98	70	0	0										
98	65	0	0										
98	63	1	1										
98	62	1	2										
98	61	0	0										
98	59	0	0										
98	56	0	0										
98	51	0	0										
98	48	1	1										
98	47	1	2										
98	46	1	3										
98	45	1	4										
98	44	1	5										
98	43	1	6										
98	42	1	7										
98	41	1	8										
98	40	1	9										
98	39	1	10										
98	38	1	11										
98	37	1	12										
98	36	0	0										
98	34	1	1										
98	33	0	0										
98	31	1	1										
98	30	1	2										
98	29	0	0										
98	27	0	0										
98	24	1	1										
98	23	1	2										
98	22	0	0										
98	18	1	1										
98	17	1	2										
98	16	0	0										
98	14	1	1										
98	13	1	2										
98	12	0	0										
98	10	0	0										
98	6	1	1										
98	5	0	0										
98	2	0	0										
97	99	1	1										
97	98	1	2										
97	97	1	3										
97	96	1	4										
97	95	0	0										
97	93	1	1										
97	92	1	2										
97	91	0	0										
97	89	1	1										
97	88	1	2										
97	87	1	3										
97	86	1	4										
97	85	0	0										
97	82	1	1										
97	81	1	2										
97	80	1	3										
97	79	0	0										
97	77	1	1										
97	76	1	2										
97	75	1	3										
97	74	1	4										
97	73	1	5										
97	72	0	0										
97	68	0	0										
97	65	1	1										
97	64	0	0										
97	61	1	1										
97	60	1	2										
97	59	0	0										
97	57	1	1										
97	56	1	2										
97	55	1	3										
97	54	1	4										
97	53	0	0										
97	51	0	0										
97	48	0	0										
97	46	1	1										
97	45	0	0										
97	43	1	1										
97	42	1	2										
97	41	1	3										
97	40	0	0										
97	37	1	1										
97	36	1	2										
97	35	0	0										
97	32	0	0										
97	29	0	0										
97	26	1	1										
97	25	0	0										
97	18	0	0										
97	15	0	0										
97	13	0	0										
97	11	0	0										
97	7	1	1										
97	6	1	2										
97	5	1	3										
97	4	1	4										
97	3	1	5										
97	2	1	6										
97	1	0	0										
96	99	1	1										
96	98	0	0										
96	96	0	0										
96	94	0	0										
96	92	1	1										
96	91	1	2										
96	90	1	3										
96	89	1	4										
96	88	0	0										
96	85	1	1										
96	84	1	2										
96	83	1	3										
96	82	0	0										
96	79	0	0										
96	77	0	0										
96	75	0	0										
96	73	1	1										
96	72	0	0										
96	69	0	0										
96	66	0	0										
96	63	1	1										
96	62	1	2										
96	61	1	3										
96	60	0	0										
96	58	0	0										
96	56	0	0										
96	54	0	0										
96	49	0	0										
96	47	0	0										
96	44	1	1										
96	43	0	0										
96	40	0	0										
96	36	1	1										
96	35	0	0										
96	32	1	1										
96	31	1	2										
96	30	0	0										
96	28	0	0										
96	26	0	0										
96	24	1	1										
96	23	1	2										
96	22	0	0										
96	19	0	0										
96	17	1	1										
96	16	1	2										
96	15	1	3										
96	14	1	4										
96	13	0	0										
96	11	1	1										
96	10	0	0										
96	8	1	1										
96	7	0	0										
96	5	0	0										
96	3	1	1										
96	2	1	2										
96	1	0	0										
95	98	1	1										
95	97	0	0										
95	94	1	1										
95	93	1	2										
95	92	1	3										
95	91	0	0										
95	87	0	0										
95	84	1	1										
95	83	1	2										
95	82	0	0										
95	80	1	1										
95	79	0	0										
95	77	0	0										
95	75	1	1										
95	74	0	0										
95	70	1	1										
95	69	1	2										
95	68	1	3										
95	67	1	4										
95	66	1	5										
95	65	0	0										
95	63	1	1										
95	62	1	2										
95	61	0	0										
95	59	1	1										
95	58	1	2										
95	57	0	0										
95	55	1	1										
95	54	1	2										
95	53	0	0										
95	51	1	1										
95	50	0	0										
95	48	1	1										
95	47	1	2										
95	46	0	0										
95	41	0	0										
95	39	0	0										
95	34	0	0										
95	31	1	1										
95	30	1	2										
95	29	1	3										
95	28	0	0										
95	25	0	0										
95	22	0	0										
95	19	1	1										
95	18	1	2										
95	17	1	3										
95	16	0	0										
95	14	1	1										
95	13	0	0										
95	11	1	1										
95	10	0	0										
95	7	1	1										
95	6	1	2										
95	5	1	3										
95	4	0	0										
95	2	0	0										
94	100	0	0										
94	98	1	1										
94	97	0	0										
94	95	0	0										
94	93	0	0										
94	90	0	0										
94	88	1	1										
94	87	1	2										
94	86	0	0										
94	84	1	1										
94	83	0	0										
94	81	1	1										
94	80	1	2										
94	79	1	3										
94	78	0	0										
94	76	1	1										
94	75	0	0										
94	72	0	0										
94	69	1	1										
94	68	1	2										
94	67	1	3										
94	66	1	4										
94	65	0	0										
94	63	1	1										
94	62	1	2										
94	61	1	3										
94	60	1	4										
94	59	0	0										
94	57	1	1										
94	56	0	0										
94	53	1	1										
94	52	1	2										
94	51	1	3										
94	50	0	0										
94	48	1	1										
94	47	1	2										
94	46	1	3										
94	45	1	4										
94	44	0	0										
94	41	0	0										
94	37	1	1										
94	36	1	2										
94	35	0	0										
94	32	0	0										
94	30	1	1										
94	29	1	2										
94	28	1	3										
94	27	1	4										
94	26	0	0										
94	24	1	1										
94	23	1	2										
94	22	1	3										
94	21	1	4										
94	20	0	0										
94	18	1	1										
94	17	0	0										
94	12	1	1										
94	11	0	0										
94	9	0	0										
94	7	1	1										
94	6	0	0										
94	4	1	1										
94	3	0	0										
93	99	1	1										
93	98	1	2										
93	97	0	0										
93	95	0	0										
93	93	0	0										
93	89	1	1										
93	88	1	2										
93	87	0	0										
93	85	0	0										
93	81	0	0										
93	78	0	0										
93	76	0	0										
93	74	0	0										
93	72	1	1										
93	71	1	2										
93	70	1	3										
93	69	1	4										
93	68	0	0										
93	65	1	1										
93	64	1	2										
93	63	1	3										
93	62	1	4										
93	61	1	5										
93	60	0	0										
93	58	0	0										
93	55	0	0										
93	53	0	0										
93	50	1	1										
93	49	0	0										
93	47	1	1										
93	46	1	2										
93	45	0	0										
93	42	0	0										
93	40	0	0										
93	36	1	1										
93	35	0	0										
93	33	0	0										
93	31	0	0										
93	29	1	1										
93	28	0	0										
93	25	1	1										
93	24	1	2										
93	23	1	3										
93	22	1	4										
93	21	1	5										
93	20	0	0										
93	18	0	0										
93	14	1	1										
93	13	1	2										
93	12	0	0										
93	10	1	1										
93	9	0	0										
93	3	0	0										
92	100	0	0										
92	97	0	0										
92	94	1	1										
92	93	1	2										
92	92	0	0										
92	89	1	1										
92	88	1	2										
92	87	1	3										
92	86	1	4										
92	85	1	5										
92	84	1	6										
92	83	1	7										
92	82	1	8										
92	81	1	9										
92	80	0	0										
92	78	1	1										
92	77	0	0										
92	75	0	0										
92	73	0	0										
92	71	1	1										
92	70	1	2										
92	69	0	0										
92	67	0	0										
92	65	1	1										
92	64	0	0										
92	62	0	0										
92	58	1	1										
92	57	1	2										
92	56	1	3										
92	55	1	4										
92	54	0	0										
92	49	0	0										
92	47	1	1										
92	46	1	2										
92	45	1	3										
92	44	0	0										
92	42	1	1										
92	41	1	2										
92	40	1	3										
92	39	1	4										
92	38	1	5										
92	37	1	6										
92	36	1	7										
92	35	0	0										
92	33	0	0										
92	31	1	1										
92	30	1	2										
92	29	0	0										
92	26	1	1										
92	25	1	2										
92	24	0	0										
92	22	0	0										
92	20	0	0										
92	18	1	1										
92	17	0	0										
92	15	1	1										
92	14	1	2										
92	13	1	3										
92	12	1	4										
92	11	1	5										
92	10	0	0										
92	8	0	0										
92	6	1	1										
92	5	1	2										
92	4	0	0										
91	100	1	1										
91	99	0	0										
91	97	1	1										
91	96	0	0										
91	94	1	1										
91	93	0	0										
91	91	0	0										
91	89	1	1										
91	88	1	2										
91	87	0	0										
91	83	1	1										
91	82	1	2										
91	81	0	0										
91	78	1	1										
91	77	1	2										
91	76	1	3										
91	75	1	4										
91	74	0	0										
91	72	1	1										
91	71	1	2										
91	70	0	0										
91	68	1	1										
91	67	0	0										
91	65	0	0										
91	63	0	0										
91	61	0	0										
91	58	1	1										
91	57	0	0										
91	55	0	0										
91	53	0	0										
91	51	0	0										
91	49	1	1										
91	48	0	0										
91	45	0	0										
91	41	1	1										
91	40	0	0										
91	38	1	1										
91	37	0	0										
91	35	1	1										
91	34	1	2										
91	33	0	0										
91	31	1	1										
91	30	0	0										
91	27	0	0										
91	23	1	1										
91	22	1	2										
91	21	1	3										
91	20	0	0										
91	18	0	0										
91	15	0	0										
91	12	1	1										
91	11	1	2										
91	10	1	3										
91	9	1	4										
91	8	1	5										
91	7	1	6										
91	6	0	0										
91	4	0	0										
91	2	0	0										
90	98	1	1										
90	97	0	0										
90	90	1	1										
90	89	1	2										
90	88	0	0										
90	86	1	1										
90	85	1	2										
90	84	1	3										
90	83	1	4										
90	82	0	0										
90	80	1	1										
90	79	1	2										
90	78	0	0										
90	73	0	0										
90	71	0	0										
90	69	0	0										
90	66	1	1										
90	65	1	2										
90	64	1	3										
90	63	1	4										
90	62	1	5										
90	61	0	0										
90	59	1	1										
90	58	0	0										
90	56	1	1										
90	55	0	0										
90	51	0	0										
90	49	0	0										
90	45	1	1										
90	44	1	2										
90	43	1	3										
90	42	1	4										
90	41	0	0										
90	39	1	1										
90	38	1	2										
90	37	0	0										
90	35	1	1										
90	34	0	0										
90	29	1	1										
90	28	0	0										
90	22	0	0										
90	20	0	0										
90	18	1	1										
90	17	1	2										
90	16	0	0										
90	14	0	0										
90	12	1	1										
90	11	1	2										
90	10	0	0										
90	8	0	0										
90	5	1	1										
90	4	1	2										
90	3	1	3										
90	2	1	4										
90	1	0	0										
89	100	1	1										
89	99	1	2										
89	98	1	3										
89	97	1	4										
89	96	1	5										
89	95	1	6										
89	94	1	7										
89	93	1	8										
89	92	1	9										
89	91	1	10										
89	90	0	0										
89	88	1	1										
89	87	1	2										
89	86	0	0										
89	83	0	0										
89	81	1	1										
89	80	0	0										
89	78	1	1										
89	77	0	0										
89	73	0	0										
89	70	0	0										
89	67	0	0										
89	65	1	1										
89	64	0	0										
89	60	0	0										
89	56	1	1										
89	55	0	0										
89	52	1	1										
89	51	1	2										
89	50	1	3										
89	49	1	4										
89	48	1	5										
89	47	0	0										
89	41	0	0										
89	38	0	0										
89	36	1	1										
89	35	1	2										
89	34	0	0										
89	32	1	1										
89	31	0	0										
89	29	1	1										
89	28	0	0										
89	26	0	0										
89	24	1	1										
89	23	0	0										
89	19	1	1										
89	18	1	2										
89	17	0	0										
89	15	0	0										
89	13	1	1										
89	12	1	2										
89	11	0	0										
89	8	0	0										
89	6	1	1										
89	5	1	2										
89	4	1	3										
89	3	1	4										
89	2	1	5										
89	1	0	0										
88	99	1	1										
88	98	1	2										
88	97	1	3										
88	96	0	0										
88	92	1	1										
88	91	0	0										
88	84	0	0										
88	81	1	1										
88	80	1	2										
88	79	1	3										
88	78	0	0										
88	75	1	1										
88	74	1	2										
88	73	0	0										
88	71	0	0										
88	68	1	1										
88	67	0	0										
88	64	0	0										
88	62	1	1										
88	61	1	2										
88	60	1	3										
88	59	1	4										
88	58	1	5										
88	57	0	0										
88	54	0	0										
88	52	0	0										
88	50	1	1										
88	49	1	2										
88	48	0	0										
88	46	1	1										
88	45	0	0										
88	43	0	0										
88	41	1	1										
88	40	1	2										
88	39	1	3										
88	38	0	0										
88	36	0	0										
88	34	1	1										
88	33	1	2										
88	32	1	3										
88	31	1	4										
88	30	1	5										
88	29	0	0										
88	26	1	1										
88	25	1	2										
88	24	1	3										
